warehouse number,warehouse_id,warehouse_address,cargo_arrival,shipment_errors,customer_rating,total_capacity,remaining_capacity,store_id,sku
10005,476168,,Flight,4,1,"9,300,000","9,300,000",460770,265395
10006,694184,,Flight,3,1,"4,600,000","4,600,000",247974,505860
10007,279405,,Flight,3,4,"9,400,000","9,400,000",987355,667210
10008,864994,,Flight,4,3,"2,900,000","2,900,000",854904,696530
10009,133531,,Flight,4,3,"4,300,000","4,300,000",994062,511217
10010,710335,,Flight,4,1,"3,600,000","3,600,000",112404,963669
10011,902401,,Flight,5,5,"9,000,000","9,000,000",323104,447548
10012,480853,,Flight,4,2,"4,200,000","4,200,000",649397,587488
10013,333812,,Flight,3,1,"7,000,000","7,000,000",494087,609330
10014,304814,,Flight,4,1,"7,400,000","7,400,000",940694,812492
10015,218010,,Flight,3,3,"8,500,000","8,500,000",573727,686889
10016,789861,,Flight,3,4,"9,100,000","9,100,000",675607,548518
10017,389277,,Flight,3,5,"4,200,000","4,200,000",880315,470856
10018,319311,,Flight,5,4,"9,600,000","9,600,000",662810,234266
10019,381595,,Ship,3,2,"8,500,000","8,500,000",682968,133534
10020,900662,,Ship,4,4,"7,700,000","7,700,000",121944,257195
10021,624747,,Ship,3,3,"8,600,000","8,600,000",649847,726914
10022,353435,,Ship,4,5,"9,300,000","9,300,000",156061,719994
10023,113513,,Ship,3,1,"6,300,000","6,300,000",245530,611501
10024,705507,,Ship,2,3,"3,500,000","3,500,000",566548,167982
10025,327676,,Ship,5,1,"3,300,000","3,300,000",365295,947330
10026,391286,,Ship,3,4,"2,200,000","2,200,000",174564,682511
10027,592181,,Ship,5,3,"9,300,000","9,300,000",134795,591051
10028,609733,,Ship,5,5,"7,900,000","7,900,000",418374,687372
10029,833734,,Ship,3,5,"4,400,000","4,400,000",708075,513318
10030,923187,,Ship,3,4,"7,600,000","7,600,000",642258,803080
10031,927829,,Ship,4,4,"9,400,000","9,400,000",670524,479430
10032,492422,,Ship,4,1,"5,300,000","5,300,000",344019,655025
10033,674816,,Ship,3,3,"6,700,000","6,700,000",680423,903158
10034,212989,,Ship,4,2,"4,000,000","4,000,000",995968,758796
10035,202974,,Ship,4,4,"7,400,000","7,400,000",806400,567799
10036,914804,,Ship,3,3,"9,500,000","9,500,000",678493,873007
10037,345408,,Ship,4,5,"2,100,000","2,100,000",999625,268967
10038,588715,,Ship,3,2,"1,200,000","1,200,000",185073,703146
10039,205138,,Ship,2,2,"1,100,000","1,100,000",642129,866325
10040,832991,,Ship,5,3,"8,900,000","8,900,000",409852,147832
10041,719029,,Ship,5,2,"3,400,000","3,400,000",826811,125544
10042,299238,,Ship,3,3,"1,000,000","1,000,000",763784,573649
10043,398758,,Ship,4,4,"9,000,000","9,000,000",560749,175177
10044,323387,,Ship,4,2,"4,500,000","4,500,000",246413,436670
10045,191559,,Ship,5,5,"3,700,000","3,700,000",454673,817870
10046,730494,,Ship,5,4,"8,600,000","8,600,000",157466,123090
10047,811006,,Ship,3,2,"3,400,000","3,400,000",128921,639200
10048,942133,,Ship,5,4,"2,400,000","2,400,000",811411,558581
10049,763204,,Ship,3,1,"8,200,000","8,200,000",160729,679339
10050,187384,,Ship,4,2,"2,400,000","2,400,000",796025,706872
10051,368473,,Ship,4,2,"8,400,000","8,400,000",953019,472118
10052,747232,,Ship,6,1,"6,200,000","6,200,000",440972,189885
10053,158188,,Ship,4,3,"4,400,000","4,400,000",727205,522165
10054,176105,,Ship,3,4,"9,000,000","9,000,000",296672,507147
10055,811397,,Ship,5,1,"4,100,000","4,100,000",505888,499929
10056,509916,,Ship,3,5,"8,400,000","8,400,000",456066,713255
10057,476914,,Ship,4,5,"2,400,000","2,400,000",721972,610470
10058,340188,,Ship,4,2,"2,400,000","2,400,000",759806,260127
10059,184162,,Ship,4,1,"2,300,000","2,300,000",855051,666422
10060,486051,,Ship,4,5,"9,800,000","9,800,000",719449,597062
10061,961328,,Ship,5,1,"2,100,000","2,100,000",158314,686985
10062,774049,,Ship,3,1,"4,700,000","4,700,000",892469,453811
10063,463401,,Ship,4,1,"5,100,000","5,100,000",408943,394606
10064,143430,,Ship,4,3,"8,300,000","8,300,000",760145,139198
10065,247386,,Ship,3,1,"5,200,000","5,200,000",328469,894012
10066,536642,,Ship,4,4,"3,800,000","3,800,000",125725,743807
10067,638329,,Ship,3,3,"8,400,000","8,400,000",156682,414915
10068,411173,,Ship,4,4,"3,100,000","3,100,000",251676,942848
10069,851906,,Ship,2,1,"5,600,000","5,600,000",804256,643795
10070,476170,,Ship,5,3,"2,000,000","2,000,000",272338,188020
10071,558569,,Ship,3,1,"8,200,000","8,200,000",533333,727801
10072,926568,,Ship,5,4,"5,900,000","5,900,000",681928,284301
10073,760472,,Ship,3,4,"3,000,000","3,000,000",401118,991612
10074,919023,,Ship,4,4,"9,300,000","9,300,000",917465,415364
10075,761397,,Ship,4,3,"4,200,000","4,200,000",921776,148569
10076,755905,,Ship,4,4,"7,600,000","7,600,000",191779,486972
10077,334985,,Ship,5,3,"4,900,000","4,900,000",404194,523785
10078,158915,,Ship,4,2,"1,100,000","1,100,000",511591,706719
10079,866208,,Ship,4,5,"5,400,000","5,400,000",508906,846606
10080,544524,,Ship,5,3,"1,300,000","1,300,000",920157,116351
10081,665569,,Ship,4,4,"7,200,000","7,200,000",419957,307460
10082,678155,,Ship,3,2,"9,100,000","9,100,000",248292,259966
10083,154434,,Ship,3,4,"3,300,000","3,300,000",636547,137993
10084,340441,,Ship,5,1,"8,000,000","8,000,000",244896,222337
10085,167068,,Ship,4,4,"5,300,000","5,300,000",357219,635401
10086,770138,,Ship,4,5,"1,500,000","1,500,000",810714,982306
10087,726538,,Ship,4,3,"2,300,000","2,300,000",362325,848016
10088,107015,,Ship,4,1,"8,900,000","8,900,000",447213,839664
10089,894606,,Ship,4,1,"9,300,000","9,300,000",966208,452521
10090,207804,,Ship,5,3,"7,000,000","7,000,000",847431,303630
10091,780372,,Ship,4,5,"5,900,000","5,900,000",293353,369338
10092,529728,,Ship,4,2,"4,900,000","4,900,000",887356,631906
10093,415625,,Ship,5,1,"5,700,000","5,700,000",896379,619102
10094,949209,,Ship,3,1,"9,200,000","9,200,000",405866,348735
10095,538698,,Ship,3,5,"1,400,000","1,400,000",879090,126460
10096,873875,,Ship,4,5,"7,900,000","7,900,000",100149,718555
10097,645632,,Ship,5,1,"6,200,000","6,200,000",709474,405695
10098,690596,,Ship,4,4,"4,100,000","4,100,000",927363,237753
10099,147089,,Ship,3,2,"9,700,000","9,700,000",376023,975828
10100,627672,,Ship,3,2,"6,400,000","6,400,000",634412,986722
10101,375994,,Ship,3,2,"7,900,000","7,900,000",300433,867889
10102,316070,,Ship,4,3,"6,600,000","6,600,000",428748,409321
10103,471978,,Ship,4,2,"2,700,000","2,700,000",899793,577908
10104,587597,,Ship,4,3,"8,700,000","8,700,000",665002,721781
10105,138505,,Ship,2,4,"3,200,000","3,200,000",632573,300236
10106,477103,,Ship,5,5,"1,000,000","1,000,000",201486,764718
10107,304596,,Ship,4,2,"4,300,000","4,300,000",863936,443382
10108,531358,,Ship,3,5,"9,500,000","9,500,000",646492,806922
10109,350481,,Ship,4,5,"2,800,000","2,800,000",602443,742557
10110,671266,,Ship,2,3,"5,200,000","5,200,000",337376,929920
10111,402567,,Ship,5,4,"1,700,000","1,700,000",523814,208999
10112,500027,,Road,4,4,"4,900,000","4,900,000",178807,994342
10113,274417,,Road,3,3,"9,100,000","9,100,000",361213,876414
10114,542852,,Road,6,5,"4,000,000","4,000,000",112827,539305
10115,368894,,Road,3,2,"9,900,000","9,900,000",499063,818323
10116,324443,,Road,4,5,"6,500,000","6,500,000",919826,320297
10117,617871,,Road,4,5,"3,200,000","3,200,000",489743,469354
10118,212476,,Road,4,1,"1,500,000","1,500,000",967013,373814
10119,318552,,Road,4,5,"9,700,000","9,700,000",258591,819277
10120,697803,,Road,3,4,"2,900,000","2,900,000",397452,478889
10121,697618,,Road,5,4,"6,300,000","6,300,000",276500,866618
10122,578581,,Road,3,3,"4,900,000","4,900,000",474844,567507
10123,472296,,Road,3,4,"9,900,000","9,900,000",762292,413498
10124,722485,,Road,4,2,"3,100,000","3,100,000",177912,520756
10125,271409,,Road,6,2,"3,600,000","3,600,000",808407,952832
10126,308136,,Road,4,1,"9,500,000","9,500,000",184421,544007
10127,261566,,Road,6,4,"5,900,000","5,900,000",449302,758436
10128,630858,,Road,2,5,"6,200,000","6,200,000",531618,794779
10129,808443,,Road,5,2,"4,600,000","4,600,000",791214,121288
10130,535103,,Road,4,5,"9,200,000","9,200,000",335818,740309
10131,657378,,Road,5,1,"7,600,000","7,600,000",522068,439484
10132,520456,,Road,5,4,"1,000,000","1,000,000",635339,843136
10133,525839,,Road,6,2,"5,700,000","5,700,000",790266,464122
10134,262448,,Flight,3,1,"8,300,000","8,300,000",873830,902697
10135,515424,,Flight,4,5,"3,500,000","3,500,000",358771,498470
10136,641952,,Flight,4,1,"4,900,000","4,900,000",192192,224074
10137,168092,,Flight,3,4,"5,400,000","5,400,000",673400,151053
10138,192018,,Flight,6,5,"9,800,000","9,800,000",731446,948900
10139,900421,,Flight,6,2,"8,400,000","8,400,000",223888,304524
10140,208624,,Flight,4,5,"3,000,000","3,000,000",265845,429490
10141,391063,,Flight,7,1,"5,200,000","5,200,000",544555,156842
10142,793860,,Flight,5,5,"8,400,000","8,400,000",577013,945584
10143,679428,,Flight,6,5,"2,000,000","2,000,000",565228,299994
10144,232914,,Flight,6,4,"4,900,000","4,900,000",252830,837154
10145,856530,,Flight,5,1,"8,900,000","8,900,000",989701,360300
10146,390367,,Flight,7,5,"3,600,000","3,600,000",182316,257039
10147,102577,,Flight,6,3,"8,900,000","8,900,000",997442,875942
10148,423685,,Flight,6,2,"8,400,000","8,400,000",302548,450862
10149,322374,,Flight,5,3,"1,400,000","1,400,000",818200,340901
10150,807817,,Flight,5,1,"4,700,000","4,700,000",979833,743686
10151,647515,,Flight,4,5,"4,300,000","4,300,000",496618,324100
10152,181712,,Flight,5,4,"8,600,000","8,600,000",858015,814360
10153,885552,,Flight,4,1,"4,500,000","4,500,000",432751,678547
10154,122134,,Flight,6,3,"8,300,000","8,300,000",437742,388358
10155,140639,,Flight,4,4,"1,800,000","1,800,000",926130,789283
10156,792088,,Ship,4,4,"7,900,000","7,900,000",440959,655542
10157,754197,,Ship,4,4,"5,400,000","5,400,000",165357,757297
10158,562883,,Ship,4,5,"1,600,000","1,600,000",548460,351116
10159,243812,,Ship,3,3,"2,500,000","2,500,000",216458,296226
10160,952095,,Ship,5,3,"1,100,000","1,100,000",988847,999033
10161,437175,,Ship,3,1,"7,600,000","7,600,000",445810,930470
10162,503041,,Ship,3,4,"6,100,000","6,100,000",393768,589255
10163,121325,,Ship,4,1,"8,100,000","8,100,000",665697,458682
10164,313392,,Ship,6,1,"9,400,000","9,400,000",158989,262456
10165,652606,,Ship,4,3,"2,600,000","2,600,000",464149,816332
10166,769244,,Ship,6,5,"5,900,000","5,900,000",565941,893792
10167,685221,,Ship,2,5,"2,600,000","2,600,000",734353,607998
10168,646117,,Ship,5,1,"7,000,000","7,000,000",812397,654266
10169,227201,,Ship,4,4,"4,600,000","4,600,000",447623,419549
10170,360259,,Ship,5,5,"2,200,000","2,200,000",770088,227998
10171,312255,,Ship,5,2,"9,300,000","9,300,000",747326,454334
10172,191315,,Ship,6,2,"3,400,000","3,400,000",134642,703418
10173,344393,,Ship,3,2,"3,800,000","3,800,000",808041,147800
10174,628741,,Ship,4,3,"8,300,000","8,300,000",474928,647376
10175,726910,,Ship,4,4,"8,400,000","8,400,000",860696,396595
10176,560320,,Ship,3,2,"6,800,000","6,800,000",437908,337734
10177,581189,,Ship,6,3,"2,100,000","2,100,000",641777,342001
10178,288339,,Ship,6,3,"7,400,000","7,400,000",716326,952349
10179,436972,,Ship,4,4,"6,700,000","6,700,000",149546,574513
10180,375971,,Ship,7,2,"3,000,000","3,000,000",734994,929719
10181,549676,,Ship,5,5,"5,600,000","5,600,000",833931,442217
10182,796782,,Ship,6,1,"2,100,000","2,100,000",404593,177673
10183,119837,,Ship,6,2,"7,700,000","7,700,000",312405,861197
10184,816172,,Ship,5,3,"6,500,000","6,500,000",577174,293493
10185,612037,,Ship,7,5,"9,000,000","9,000,000",367005,740011
10186,360955,,Ship,6,2,"8,700,000","8,700,000",656125,426700
10187,839740,,Ship,6,3,"3,800,000","3,800,000",139478,374525
10188,400832,,Ship,5,2,"9,400,000","9,400,000",391014,568338
10189,366549,,Ship,5,4,"1,300,000","1,300,000",472500,213976
10190,926185,,Ship,4,1,"1,200,000","1,200,000",165400,368072
10191,153499,,Ship,5,5,"7,100,000","7,100,000",270590,959615
10192,189761,,Ship,7,3,"8,000,000","8,000,000",810728,232726
10193,268954,,Ship,6,1,"7,100,000","7,100,000",860708,415867
10194,585940,,Ship,6,4,"4,100,000","4,100,000",508908,755118
10195,620245,,Ship,6,4,"9,400,000","9,400,000",821250,781705
10196,594223,,Ship,4,3,"1,000,000","1,000,000",397206,356488
10197,746151,,Ship,5,5,"7,100,000","7,100,000",580209,152123
10198,865376,,Ship,5,5,"7,300,000","7,300,000",837144,668408
10199,477188,,Ship,5,5,"5,700,000","5,700,000",705994,233451
10200,567627,,Ship,4,3,"2,200,000","2,200,000",994300,239377
10201,895001,,Ship,6,1,"8,900,000","8,900,000",240622,645430
10202,888119,,Ship,6,4,"4,900,000","4,900,000",301215,956359
10203,172346,,Ship,4,5,"8,600,000","8,600,000",316116,593001
10204,953749,,Ship,5,1,"5,400,000","5,400,000",204841,316296
10205,732086,,Ship,5,2,"3,100,000","3,100,000",902206,945504
10206,616035,,Ship,5,2,"9,700,000","9,700,000",241884,583259
10207,743957,,Ship,4,2,"4,100,000","4,100,000",410769,694561
10208,208536,,Ship,5,1,"9,600,000","9,600,000",165592,884141
10209,744061,,Ship,5,2,"3,800,000","3,800,000",175971,171153
10210,781872,,Ship,3,1,"3,800,000","3,800,000",601992,279034
10211,221244,,Ship,5,5,"6,600,000","6,600,000",803048,607421
10212,738734,,Ship,4,3,"9,300,000","9,300,000",272405,325422
10213,907011,,Ship,5,5,"9,500,000","9,500,000",390425,437876
10214,595344,,Ship,6,1,"3,300,000","3,300,000",747242,318631
10215,663880,,Ship,4,2,"2,600,000","2,600,000",171793,134486
10216,664048,,Ship,4,5,"8,900,000","8,900,000",670900,384074
10217,370055,,Ship,5,1,"4,500,000","4,500,000",418273,219566
10218,508642,,Ship,4,3,"8,100,000","8,100,000",654713,613502
10219,805146,,Ship,5,3,"3,200,000","3,200,000",648091,898860
10220,575023,,Ship,4,3,"8,500,000","8,500,000",558983,816357
10221,372610,,Ship,4,3,"3,700,000","3,700,000",154160,911128
10222,376310,,Ship,4,5,"8,400,000","8,400,000",440950,730124
10223,883798,,Ship,4,3,"6,000,000","6,000,000",561548,219505
10224,153761,,Ship,5,3,"3,800,000","3,800,000",393299,986826
10225,812970,,Ship,5,5,"1,000,000","1,000,000",695163,237969
10226,490035,,Ship,4,2,"8,600,000","8,600,000",564269,250107
10227,634205,,Ship,6,1,"8,700,000","8,700,000",477182,848082
10228,699473,,Ship,3,4,"1,400,000","1,400,000",650000,976112
10229,336309,,Ship,3,1,"1,800,000","1,800,000",355105,776662
10230,485860,,Ship,5,3,"4,900,000","4,900,000",633930,280133
10231,715987,,Ship,4,3,"5,300,000","5,300,000",205199,544588
10232,233699,,Ship,2,1,"1,500,000","1,500,000",797114,669103
10233,415384,,Ship,3,3,"1,700,000","1,700,000",548792,679728
10234,334069,,Ship,5,1,"1,000,000","1,000,000",657063,689889
10235,110751,,Ship,5,5,"4,900,000","4,900,000",914880,746693
10236,966011,,Ship,4,3,"8,200,000","8,200,000",206862,511874
10237,514327,,Ship,4,4,"2,700,000","2,700,000",174403,441352
10238,933860,,Ship,5,1,"7,300,000","7,300,000",148552,533647
10239,681692,,Ship,2,5,"8,800,000","8,800,000",535313,284771
10240,230226,,Ship,5,2,"4,100,000","4,100,000",992483,246973
10241,451172,,Ship,5,1,"1,800,000","1,800,000",611183,226785
10242,373035,,Ship,4,3,"6,800,000","6,800,000",585745,588661
10243,530257,,Ship,4,2,"8,200,000","8,200,000",735068,491363
10244,875622,,Ship,3,3,"1,300,000","1,300,000",420388,715638
10245,654060,,Ship,3,5,"4,200,000","4,200,000",522568,454133
10246,398935,,Ship,5,5,"4,800,000","4,800,000",915662,981509
10247,949638,,Ship,3,1,"3,600,000","3,600,000",194793,323653
10248,327702,,Ship,4,3,"3,200,000","3,200,000",108701,103151
10249,221785,,Road,3,1,"6,500,000","6,500,000",224718,904542
10250,438251,,Road,3,1,"6,600,000","6,600,000",280242,991896
10251,731356,,Road,5,2,"6,700,000","6,700,000",856650,879168
10252,185532,,Road,3,1,"9,900,000","9,900,000",361705,948799
10253,405048,,Road,4,1,"8,800,000","8,800,000",714149,585495
10254,274509,,Road,3,1,"1,700,000","1,700,000",678088,966737
10255,516453,,Road,3,5,"4,200,000","4,200,000",799024,322506
10256,992966,,Road,4,3,"7,600,000","7,600,000",677544,398994
10257,338849,,Road,2,2,"8,300,000","8,300,000",294658,715929
10258,721004,,Road,5,5,"5,600,000","5,600,000",529173,397750
10259,664376,,Road,3,3,"9,100,000","9,100,000",328706,198238
10260,234982,,Road,3,4,"6,300,000","6,300,000",537276,928426
10261,617820,,Road,5,4,"2,600,000","2,600,000",477129,644539
10262,876565,,Road,4,1,"8,200,000","8,200,000",616353,104238
10263,143087,,Road,3,3,"6,900,000","6,900,000",983593,712978
10264,625929,,Road,3,3,"3,600,000","3,600,000",539669,656985
10265,312546,,Road,3,4,"2,700,000","2,700,000",336934,385853
10266,387434,,Road,5,1,"5,400,000","5,400,000",282638,691704
10267,295601,,Road,3,4,"6,900,000","6,900,000",288014,372674
10268,323408,,Road,4,4,"7,200,000","7,200,000",661309,696221
10269,636018,,Road,4,5,"2,000,000","2,000,000",360448,409709
10270,539182,,Road,4,1,"1,700,000","1,700,000",490181,593627
10271,462739,,Flight,4,5,"1,000,000","1,000,000",351692,714274
10272,446363,,Flight,3,3,"9,300,000","9,300,000",894460,702912
10273,273178,,Flight,4,4,"2,500,000","2,500,000",909157,383053
10274,913397,,Flight,3,4,"9,600,000","9,600,000",677388,775262
10275,729886,,Flight,5,5,"5,200,000","5,200,000",517703,451574
10276,807909,,Flight,3,5,"3,500,000","3,500,000",657635,143156
10277,305320,,Flight,4,3,"3,000,000","3,000,000",723481,703828
10278,192185,,Flight,3,2,"1,000,000","1,000,000",961197,105877
10279,167728,,Flight,4,3,"8,800,000","8,800,000",782820,502046
10280,778908,,Flight,3,4,"5,000,000","5,000,000",142466,982631
10281,285677,,Flight,5,3,"8,200,000","8,200,000",599146,635135
10282,250864,,Flight,3,2,"9,800,000","9,800,000",241261,334586
10283,841480,,Flight,5,4,"6,900,000","6,900,000",939659,345105
10284,386332,,Flight,3,5,"4,700,000","4,700,000",595266,362836
10285,784414,,Flight,4,4,"4,200,000","4,200,000",330145,639029
10286,262936,,Flight,4,2,"9,800,000","9,800,000",544407,999994
10287,347967,,Flight,6,2,"3,200,000","3,200,000",286538,117149
10288,795152,,Flight,3,3,"7,100,000","7,100,000",834911,160388
10289,479613,,Flight,4,5,"1,600,000","1,600,000",465295,249131
10290,584345,,Flight,5,5,"2,200,000","2,200,000",423947,761651
10291,614905,,Flight,4,1,"2,800,000","2,800,000",156093,414497
10292,268681,,Flight,4,1,"8,000,000","8,000,000",588634,497062
10293,953020,,Ship,4,2,"2,500,000","2,500,000",295689,581691
10294,937385,,Ship,2,4,"7,800,000","7,800,000",176631,382632
10295,713132,,Ship,3,5,"6,200,000","6,200,000",133016,772414
10296,221943,,Ship,5,5,"7,000,000","7,000,000",327188,230500
10297,106419,,Ship,5,3,"6,500,000","6,500,000",460141,808737
10298,103614,,Ship,4,3,"8,500,000","8,500,000",982041,251527
10299,761034,,Ship,5,5,"8,700,000","8,700,000",692020,101387
10300,749606,,Ship,6,4,"3,600,000","3,600,000",194955,625028
10301,536628,,Ship,4,2,"1,200,000","1,200,000",760325,408545
10302,263518,,Ship,4,1,"1,700,000","1,700,000",982379,790464
10303,387516,,Ship,3,2,"9,800,000","9,800,000",609811,234056
10304,846363,,Ship,4,2,"8,700,000","8,700,000",838442,561661
10305,357295,,Ship,4,5,"8,400,000","8,400,000",553491,724152
10306,404406,,Ship,4,4,"1,400,000","1,400,000",507329,203105
10307,263165,,Ship,4,2,"3,800,000","3,800,000",662277,512075
10308,192413,,Ship,4,2,"3,400,000","3,400,000",757683,356763
10309,989934,,Ship,3,5,"5,800,000","5,800,000",678581,555929
10310,498373,,Ship,6,1,"6,200,000","6,200,000",416465,345498
10311,465796,,Ship,4,4,"8,600,000","8,600,000",829204,686906
10312,423312,,Ship,3,5,"9,200,000","9,200,000",256564,130537
10313,577578,,Ship,3,5,"3,500,000","3,500,000",681130,691651
10314,410617,,Ship,3,2,"7,800,000","7,800,000",698746,501976
10315,116815,,Ship,3,4,"4,400,000","4,400,000",170085,101344
10316,462809,,Ship,4,2,"1,300,000","1,300,000",824471,571405
10317,336353,,Ship,3,2,"6,000,000","6,000,000",982291,329450
10318,132062,,Ship,2,2,"4,000,000","4,000,000",729992,273935
10319,848952,,Ship,2,5,"8,800,000","8,800,000",808013,312316
10320,706739,,Ship,3,3,"2,700,000","2,700,000",555411,420645
10321,264075,,Ship,3,4,"5,200,000","5,200,000",343802,882694
10322,816159,,Ship,4,2,"1,800,000","1,800,000",489118,119684
10323,655959,,Ship,2,1,"7,000,000","7,000,000",881355,144916
10324,956532,,Ship,5,5,"4,900,000","4,900,000",749564,826450
10325,576322,,Ship,4,1,"9,800,000","9,800,000",265226,759753
10326,322502,,Ship,3,2,"8,000,000","8,000,000",974727,741896
10327,742369,,Ship,4,1,"4,600,000","4,600,000",385778,381225
10328,840004,,Ship,5,2,"8,100,000","8,100,000",829152,376149
10329,113376,,Ship,4,4,"8,800,000","8,800,000",491919,307775
10330,885571,,Ship,4,2,"4,900,000","4,900,000",496339,911293
10331,654557,,Ship,5,3,"6,800,000","6,800,000",241910,503505
10332,169345,,Ship,4,5,"3,100,000","3,100,000",617542,862996
10333,411870,,Ship,5,4,"4,400,000","4,400,000",509580,206219
10334,801589,,Ship,4,1,"9,700,000","9,700,000",401605,256499
10335,179974,,Ship,4,3,"3,200,000","3,200,000",626767,404562
10336,200868,,Ship,3,1,"3,300,000","3,300,000",267816,332391
10337,445528,,Ship,3,3,"9,700,000","9,700,000",855974,712272
10338,620483,,Ship,4,3,"9,800,000","9,800,000",917048,796185
10339,961660,,Ship,3,3,"7,100,000","7,100,000",950332,759130
10340,494199,,Ship,4,5,"5,600,000","5,600,000",391254,462866
10341,653719,,Ship,6,5,"4,500,000","4,500,000",276993,465494
10342,979464,,Ship,3,5,"9,800,000","9,800,000",993746,309355
10343,132434,,Ship,4,2,"5,800,000","5,800,000",948504,275176
10344,641956,,Ship,2,1,"1,000,000","1,000,000",157444,722497
10345,566405,,Ship,4,3,"9,300,000","9,300,000",115811,809576
10346,476477,,Ship,3,2,"3,800,000","3,800,000",869363,502245
10347,461403,,Ship,3,2,"3,900,000","3,900,000",680692,323282
10348,611778,,Ship,3,4,"5,600,000","5,600,000",702093,259246
10349,847661,,Ship,5,4,"4,800,000","4,800,000",390428,402137
10350,497642,,Ship,4,4,"4,400,000","4,400,000",272031,799043
10351,664941,,Ship,5,2,"3,500,000","3,500,000",579681,190710
10352,682852,,Ship,2,5,"5,000,000","5,000,000",653462,386141
10353,571639,,Ship,3,2,"1,700,000","1,700,000",325269,549039
10354,729794,,Ship,3,2,"8,500,000","8,500,000",959669,527415
10355,213756,,Ship,3,1,"6,800,000","6,800,000",678746,493407
10356,617889,,Ship,3,5,"7,500,000","7,500,000",984298,117540
10357,260996,,Ship,4,2,"8,100,000","8,100,000",491890,256240
10358,797355,,Ship,2,4,"1,400,000","1,400,000",163038,441970
10359,482102,,Ship,4,1,"7,800,000","7,800,000",670563,691585
10360,357233,,Ship,4,4,"2,800,000","2,800,000",765564,954967
10361,720239,,Ship,4,3,"9,800,000","9,800,000",304319,852871
10362,262904,,Ship,3,4,"3,900,000","3,900,000",797770,706146
10363,526327,,Ship,3,3,"8,200,000","8,200,000",330100,189710
10364,234607,,Ship,4,2,"4,600,000","4,600,000",730097,202824
10365,725823,,Ship,4,4,"6,500,000","6,500,000",540904,261878
10366,592739,,Ship,3,4,"8,900,000","8,900,000",763395,441983
10367,986421,,Ship,4,3,"4,300,000","4,300,000",654809,764523
10368,936399,,Ship,5,5,"3,900,000","3,900,000",488337,463050
10369,311393,,Ship,5,2,"7,300,000","7,300,000",204266,366960
10370,762938,,Ship,3,4,"4,600,000","4,600,000",497177,427776
10371,390370,,Ship,4,1,"7,200,000","7,200,000",741775,738015
10372,185130,,Ship,4,5,"4,700,000","4,700,000",459327,595445
10373,171573,,Ship,3,3,"8,500,000","8,500,000",137800,383663
10374,423780,,Ship,3,5,"3,800,000","3,800,000",708710,403094
10375,590637,,Ship,4,1,"6,900,000","6,900,000",171605,407233
10376,733436,,Ship,4,3,"6,000,000","6,000,000",269477,431250
10377,128971,,Ship,4,3,"7,900,000","7,900,000",372619,706531
10378,764475,,Ship,4,3,"1,800,000","1,800,000",483031,646813
10379,390472,,Ship,4,4,"3,600,000","3,600,000",671680,444745
10380,734375,,Ship,4,1,"7,200,000","7,200,000",738808,835535
10381,753481,,Ship,2,5,"1,200,000","1,200,000",190718,661550
10382,602180,,Ship,4,2,"5,700,000","5,700,000",358064,563422
10383,588330,,Ship,4,3,"8,000,000","8,000,000",453866,638372
10384,118952,,Ship,3,4,"9,200,000","9,200,000",905363,459327
10385,181522,,Ship,3,4,"1,800,000","1,800,000",929147,723506
10386,387600,,Road,5,5,"6,000,000","6,000,000",170872,789872
10387,390906,,Road,3,2,"7,400,000","7,400,000",418637,605724
10388,757826,,Road,5,1,"7,100,000","7,100,000",237533,183185
10389,929393,,Road,3,1,"7,300,000","7,300,000",902214,619910
10390,722546,,Road,4,5,"7,100,000","7,100,000",238594,630987
10391,198099,,Road,5,2,"2,900,000","2,900,000",682568,335552
10392,442823,,Road,4,3,"5,000,000","5,000,000",920610,370750
10393,942636,,Road,4,2,"5,700,000","5,700,000",360034,594429
10394,198132,,Road,3,5,"3,000,000","3,000,000",804688,141343
10395,696690,,Road,4,1,"4,500,000","4,500,000",348589,882940
10396,144311,,Road,3,2,"9,600,000","9,600,000",936328,932720
10397,988366,,Road,3,4,"1,700,000","1,700,000",839402,505082
10398,105801,,Road,5,2,"2,800,000","2,800,000",269860,868157
10399,720566,,Road,4,4,"8,200,000","8,200,000",182650,953492
10400,563736,,Road,4,2,"9,300,000","9,300,000",786708,532175
10401,721590,,Road,2,1,"8,400,000","8,400,000",327794,413279
10402,151689,,Road,4,2,"7,400,000","7,400,000",468881,266343
10403,179821,,Road,3,5,"8,900,000","8,900,000",551498,558386
10404,642068,,Road,4,4,"4,700,000","4,700,000",159148,754444
10405,130242,,Road,5,3,"2,100,000","2,100,000",129927,709136
10406,515837,,Road,5,2,"6,700,000","6,700,000",500917,270282
10407,131881,,Road,5,5,"5,000,000","5,000,000",599242,333612
10408,248218,,Flight,4,3,"6,400,000","6,400,000",611174,180717
10409,851394,,Flight,6,4,"1,800,000","1,800,000",758289,521902
10410,845048,,Flight,6,2,"5,900,000","5,900,000",784058,173597
10411,193567,,Flight,4,3,"6,000,000","6,000,000",453229,633965
10412,863885,,Flight,5,1,"4,700,000","4,700,000",687055,949346
10413,654323,,Flight,5,5,"2,700,000","2,700,000",122774,535841
10414,489981,,Flight,5,1,"8,000,000","8,000,000",695832,482364
10415,326259,,Flight,4,5,"8,700,000","8,700,000",313008,636602
